OBJECTID,name,alternate_name,category,subcategory,address1,address2,address3,address4,address5,lat,lon,POINT_Z
1," Enniscorthy Health Centre, ",Enniscorthy,Health Centre,,Mill Yard Lane,Enniscorthy,Co. Wexford,,Y21 H2X3,-6.56655768896284,52.4989117057041,
2,Abbeydorney Health Centre,Abbeydorney,Health Centre,,Abbeydorney Community Centre,Abbeydorney Parish Community Hall,Abbeydorney,Co. Kerry,V92 YK5X,-9.69097875684127,52.3451390406611,
3,Abbeyfeale Health Centre,Abbeyfeale,Health Centre,,Convent Road,Abbeyfeale,Co. Limerick,,V94 NN66,-9.29242420737435,52.3873374277779,
4,Abbeyknockmoy Health Centre,Abbeyknockmoy,Health Centre,,Culliagh North,Abbeyknockmoy,Co. Galway,,H54 H103,-8.75474818071021,53.4342869305895,
5,"Abbeyleix Health Centre,",Abbeyleix,Health Centre,,Ballinakill Road,Abbeyleix,Co. Laois,,R32 A006,-7.34361997143985,52.9120867405311,
6,Achill Health Centre,,Health Centre,NULL,Saint Fionnans Road,Achill Sound,Co. Mayo,,F28 W925,-9.93173508449793,53.9280463111834,
7,Achill Sound - Health Centre PCC,,Health Centre,NULL,Achill Health Centre,Achill Sound,Co. Mayo,,F28 E142,-9.929665499034,53.9302428843706,
8,"Aclare Health Centre, ",Aclare,Health Centre,,Lisheen,Aclare,Co. Sligo,,F91 P954,-8.90503041772716,54.0346529470805,
9,"Adamstown Health Centre,",Adamstown,Health Centre,,Adamstown,Co. Wexford,,,Y21 TE82,-6.71603180963504,52.3925279721251,
10,Adare Health Centre,Adare,Health Centre,,Rathkeale Road,Adare,Co. Limerick,,V94 R3W0,-8.7937094970897,52.5624697684854,
11,Addiction Services Centre - PCC,,Health Centre,NULL,Patrick Street Centre,99-101 Patrick Street,Dun Laoghaire,Co. Dublin,A96 V043,-6.13693813214316,53.2916197497798,
12,Adelaide Court (Registration Office),,Health Centre,NULL,Births Deaths & Marraige Registration Office,Adelaide Court,Adelaide Street,Cork,T12 XKC4,-8.48034990523907,51.8998947116934,
13,Adrigole Health Centre,Adrigole,Health Centre,,Cappanaparka East,Adrigole,Co. Cork,,P75 YE24,-9.7341567471981,51.6891267202077,
14,"Ahascragh Health Centre, ",Ahascragh,Health Centre,,Chapel Street,Ahascragh,Ballinasloe,Co. Galway,H53 TR96,-8.33084508733699,53.3957791381964,
15,Aiseiri Roxborough House,,Health Centre,NULL,AisÃƒÂ©irÃƒÂ­,Roxborough,Wexford,,Y35 AH70,-6.44951311117012,52.3214777302264,
16,"Allihies Health Centre, ",Allihies,Health Centre,,Cluin,Allihies,Co. Cork,,P75 EK70,-10.0443659644153,51.6420689303414,
17,An ClochÃƒÂ¡n Liath,Dungloe,Health Centre,,Gweedore Road,Dungloe,Co. Donegal,,F94 Y326,-8.35764607680199,54.9519569760706,
18,An tSean Mianliacht (old fire station),,Health Centre,NULL,Station Road,Falcarragh,Co. Donegal,,F92 ER80,-8.10379968657304,55.1354119932198,
19,"Annacotty Health Centre,",Annacotty,Health Centre,,Annacotty,Co. Limerick,,,V94 YAN5,-8.52990261932976,52.6678983749705,
20,"Annascaul Health Centre, ",Annascaul,Health Centre,,Church Avenue,Annascaul,Co. Kerry,,V92 KA03,-10.0517192643107,52.151958331971,
21,Annbrook,,Health Centre,NULL,Limerick Road,Nenagh,Co. Tipperary,,E45 YD79,-8.2117501884516,52.8619579658401,
22,Ardaravan Clinic,,Health Centre,NULL,Unit 12,Ardaravan Square,Buncrana,Co. Donegal,F93 E8VF,-7.45157217203262,55.1327399692547,
23,Ardee Health Centre,Ardee,Health Centre,,Market Street,Ardee,Co. Louth,,A92 K51H,-6.54059099454661,53.8579373998791,
24,Ardfert Primary Care Ctr,Ardfert,Health Centre,,Farranwilliam,Ardfert,Co. Kerry,,V92 EKX9,-9.77855622355916,52.3252118527874,
25,Ardfinnan Health Centre,Ardfinnan,Health Centre,,68 Castleview,Ardfinnan,Co. Tipperary,,E91 T2N6,-7.88823648799028,52.3087081792951,
26,Ardmore Health Centre,Ardmore,Health Centre,,Rocky Road,Ardmore,Co. Waterford,,P36 TK61,-7.72503227486883,51.9497667887458,
27,"Ardrahan Health Centre, ",Ardrahan,Health Centre,,Ardrahan,Co. Galway,,,H91 FP64,-8.80464603471958,53.1554779336627,
28,Argus House,,Health Centre,NULL,59 Terenure Road East,Dublin 6,,,D06 N1K6,-6.27899431733869,53.3106579662643,
29,Arigna Health Centre,Arigna,Health Centre,,Derrinisky,Arigna,Carrick-on-shannon,Co. Roscommon,N41 HP63,-8.10699606752542,54.0787351063259,
30,Armagh Road Primary Care Services,Cashel Road,Health Centre,,Crumlin,Dublin 12,,,D12 W62N,-6.30887368146709,53.3202701899423,
31,Arus Mhic Dara CNU,,Health Centre,NULL,Aras Mhic Dara,Carraroe South,Carraroe,Co. Galway,H91 AE16,-9.60684937362848,53.2610471180719,
32,"Arva Health Centre, ",Arva,Health Centre,,Drumalt,Arva,Co. Cavan,,H12 P527,-7.57711286666223,53.9201490823599,
33,Asdee Health Centre,Asdee,Health Centre,,Asdee Community Centre,Asdee,Co. Kerry,,V31 A257,-9.55978891132607,52.5523110421712,
34,Ashbourne Hall,,Health Centre,NULL,Block 1,Ashbourne Business Park,Dock Road,Limerick,V94 NPE0,-8.65114013042352,52.6553762834716,
35,Ashbourne Health Centre,,Health Centre,NULL,Ashbourne Family Practice,Killegland Walk,Ashbourne,Co. Meath,A84 C2HO,-6.4012822904779,53.5123924450376,
36,Ashbourne Primary Care Centre PCC,,Health Centre,NULL,Units 11 & 12,Killegland Walk,Ashbourne,Co. Meath,A84 YX02,-6.40216004422349,53.5116636678813,
37,Ashtown Gate,,Health Centre,NULL,HSE Mill House Block A,Ashtown Gate,Navan Road,Dublin 15,D15 H70K,-6.3324255876186,53.3731752943423,
38,Askeaton Heatlh Centre,Askeaton,Health Centre,,Plunkett Road,Askeaton,Co. Limerick,,V94 XW80,-8.98052061391937,52.599954720807,
39,Athea Health Centre,Athea,Health Centre,,Gortnagross,Athea,Co. Limerick,,V94 T3P2,-9.28755137337074,52.4588232824159,
40,Athenry Primary Care Centre,,Health Centre,NULL,Raheen,Athenry,Co. Galway,,H65 KH93,-8.75544704574677,53.2996665100874,
41,Athleague Hostel & Health Centre,,Health Centre,NULL,Athleague,Co. Roscommon,,,F42 HE62,-8.25190132342491,53.5688812292183,
42,Athlone Health Centre,,Health Centre,NULL,Saint Vincent's Hospital,Coosan Road,Athlone,Co. Westmeath,N37 A3K5,-7.94150066893245,53.4268464655612,
43,Athlone Town Centre,,Health Centre,NULL,Town Centre Surgery,Cityquarter,Athlone,Co. Westmeath,N37 A0C1,-7.93700408889572,53.4245329679261,
44,Athy Health Centre,Athy,Health Centre,,Woodstock Street,Athy,Co. Kildare,,R14 AE80,-6.99153408943753,52.9946282730609,
45,Aughrim Health Centre - Galway,,Health Centre,NULL,HSE,Aughrim Health Centre,Aughrim,Co. Galway,H53 PT02,-8.31713436346355,53.30320722448,
46,Aughrim Health Centre - Wicklow,Aughrim,Health Centre,,Main Street,Aughrim,Co. Wicklow,,Y14 YN70,-6.32289111173809,52.8560991597411,
47,"Avoca Health Centre, ",Avoca,Health Centre,,Main Street,Avoca,Co. Wicklow,,Y14 A7P1,-6.21305197922979,52.8583388220871,
48,Ayrefield Medical Centre,,Health Centre,NULL,Ayrfield Medical Practice,Ayrfield Medical Park,Granges Road,Kilkenny,R95 P2EF,-7.26155627859594,52.6579418699328,
49,"Bagenalstown Health Centre, ",Bagenalstown,Health Centre,,Church Road,Muine Bheag,Co. Carlow,,R21 K447,-6.9594630138823,52.7014383659127,
50,Bailieboro Health Centre,,Health Centre,NULL,Bailieborough Health Centre,Kells Road,Bailieborough,Co. Cavan,A82 E0C3,-6.9699551055338,53.9133571549054,
51,Balally Primary Care Centre,,Health Centre,NULL,Rockfield Medical Campus,Overend Way,Dublin 16,,D16 A6K5,-6.23639140956211,53.2860653644378,
52,Balbriggan Primary Care Centre,,Health Centre,NULL,70 Dublin Street,Balbriggan,Co. Dublin,,K32 HC94,-6.18500141883154,53.6054824080259,
53,"Baldoyle Health Centre, ",Baldoyle,Health Centre,,Willie Nolan Road,Dublin 13,,,D13 PY27,-6.12903074599069,53.3987787586764,
54,Balla Medical Centre,Balla,Health Centre,,Balla,Co. Mayo,,,F23 CV61,-9.13046265085339,53.8019765157101,
55,Ballaghadereen Health Centre,Ballaghaderreen,Health Centre,,Station Road,Ballaghaderreen,Co. Roscommon,,F45 DR90,-8.57932156169825,53.8996783747603,
56,Ballaghaderreen PCT,,Health Centre,NULL,Unit 4 The Mill Business Park,Dublin Road,Ballaghaderreen,Co. Roscommon,F45 H564,-8.57271908898873,53.8980300923178,
57,"Ballaghkeen Health Centre, ",,Health Centre,NULL,The Ballagh,Co. Wexford,,,Y21 AY61,-6.42352957513895,52.4802450320953,
58,Ballina District Hospital,,Health Centre,NULL,Saint Joseph's District Hospital,Mercy Road,Ballina,Co. Mayo,F26 PP92,-9.16563058121403,54.1141885037225,
59,Ballina Health Centre - Tipperary,Ballina,Health Centre,,Ballina,Co. Tipperary,,,V94 95N2,-8.43559030146715,52.8091111126879,
60,Ballina Medical Centre,Ballina,Health Centre,,Ballina Primary Care Centre,Kevin Barry Street,Ballina,Co. Mayo,F26 P6P1,-9.15966448493322,54.1118201871374,
61,"Ballinagh Health Centre, ",Ballinagh,Health Centre,,Main Street,Ballinagh,Co. Cavan,,H12 RK12,-7.41053941876138,53.9296846178043,
62,Ballinaglera Health Centre,Ballinaglera,Health Centre,,Drumnafinnila,Ballinaglera,Co. Leitrim,,N41 XV04,-8.00883957469443,54.1563456063129,
63,"Ballinakill Health Centre, ",Ballinakill,Health Centre,,Bride Street,Ballinakill,Co. Laois,,R32 NW65,-7.30909818129677,52.8746298791418,
64,Ballinalee Health Centre,Ballinalee,Health Centre,,Ballinalee,Co. Longford,,,N39 Y153,-7.65706620130806,53.7754378109292,
65,Ballinalee Road / College Medical Centre,,Health Centre,NULL,College Medical Centre,1 Ballinalee Road,Longford,,N39 N2D1,-7.79515956834068,53.7267730064904,
66,Ballinamore Care Managed & Primary Care Unit,,Health Centre,NULL,Ballinamore Primary Care Centre,The Line,Ballinamore,Co. Leitrim,N41 XC92,-7.80288117480759,54.0501773788444,
67,Ballinasloe  Health Centre,,Health Centre,NULL,Brackernagh,Ballinasloe,Co. Galway,,H53 R658,-8.23070158038635,53.3286072410677,
68,Ballincollig Health Centre,Ballincollig,Health Centre,,Innishmore,Ballincollig,Co. Cork,,P31 D832,-8.60961454701436,51.8866084314481,
69,Ballindine Health Centre,Ballindine,Health Centre,,Main Street,Ballindine,Co. Mayo,,F12 H1R7,-8.958780686951,53.6715928769851,
70,Ballingarry Health Centre - Limerick,Ballingarry,Health Centre,,Main Street,Ballingarry,Co. Limerick,,V94 E765,-8.86354804058824,52.4737932947903,
71,Ballingarry Health Centre - Thurles,Ballingarry,Health Centre,,Ballingarry Upper,Thurles,Co. Tipperary,,E41 RW56,-7.54106634083459,52.5862127318675,
72,Ballinlough Health Centre & Residence,Ballinlough,Health Centre,,Srah,Ballinlough,Co. Roscommon,,F45 PY83,-8.6390679758491,53.7424468426866,
73,Ballinrobe Health Centre  ,,Health Centre,NULL,Kilmaine Road,Ballinrobe,Co. Mayo,,F31 TW54,-9.21815386764243,53.6171311747976,
74,Ballinrobe Health Centre  (Lodge),Ballinrobe,Health Centre,,Kilmaine Road,Ballinrobe,Co. Mayo,,F31 TW54,-9.21815385506601,53.617131173732,
75,"Ballinspittle Health Centre, ",Ballinspittle,Health Centre,,Ballycatten,Ballinspittle,Co. Cork,,P17 AF53,-8.59653025971104,51.6646407453923,
76,Ballinteer Health Centre ,Ballinteer,Health Centre,,Ballinteer Avenue,Dublin 16,,,D16 YX93,-6.25205388418874,53.2759156688155,
77,Ballintra Health Centre,,Health Centre,NULL,Lower Main Street,Ballintra,Co. Donegal,,F94 DD5K,-8.12758027684646,54.5763422582209,
78,Ballintubber Community Centre ,Ballintubber,Health Centre,,Luffertaun,Ballintubber,Claremorris,Co. Mayo,F12 T2C9,-9.30512064346049,53.7581744969487,
79,Ballitore Health Centre,Ballitore,Health Centre,,Burrow Square,Ballitore,Co. Kildare,,R14 X299,-6.81541098951777,53.0095121778672,
80,Ballivor Health Centre,Ballivor,Health Centre,,Mullingar Road,Ballivor,Co. Meath,,C15 FY70,-6.96982060258292,53.5328407579648,
81,Ballsgrove Day Care Centre,Ballsgrove,Health Centre,,Ballsgrove Health Centre,Ballsgrove,Drogheda,Co. Louth,A92 V180,-6.36167833551383,53.7116151062137,
82,Ballybeg,Ballybeg,Health Centre,,Saint Saviours Parish Centre,Ballybeg,Waterford,,X91 YPC4,-7.14225184317896,52.2391597267509,
83,Ballycastle Health Centre  ,Ballycastle,Health Centre,,Carrowcubic,Ballycastle,Co. Mayo,,F26 R3K4,-9.35958527545614,54.2769783774119,
84,"Ballyconnell  Breffni Care Centre, ",Ballyconnell CSC,Health Centre,,,Ballyconnell,Co. Cavan,,H14 AH73,-7.58398611944616,54.1179325053413,
85,Ballycroy Health Centre ,Ballycroy,Health Centre,,Cross Hill,Ballycroy,Westport,Co. Mayo,F28 VF90,-9.82599043173215,54.0242438248181,
86,Ballydehob Health Centre ,Ballydehob,Health Centre,,The Parade,Ballydehob,Co. Cork,P81kf97,,-9.46251660777135,51.5624751060289,
87,"Ballydesmond Health Centre, ",Ballydesmond,Health Centre,,Ballydesmond,Co. Cork,P51fw66,,,-9.2401880099343,52.1802034306622,
88,Ballyduff Health Centre,Ballyduff,Health Centre,,Main Street,Ballyduff,Co. Waterford,,P51 E0KR,-8.05264087278922,52.1476985444502,
89,Ballyduff Health Centre - Kerry,Ballyduff,Health Centre,,Benmore,Ballyduff,Co. Kerry,,V92 WCV5,-9.66585654526743,52.4529379258926,
90,Ballyfarnon Health Centre,Ballyfarnan,Health Centre,,Alderford,Ballyfarnon,Boyle,Co. Roscommon,F52 V838,-8.20431522900197,54.0722929775017,
91,Ballyforan Health Centre ,Ballyforan,Health Centre,,Ballyforan,Ballinasloe,Co. Roscommon,,H53 WV12,-8.26646445148494,53.4703814315165,
92,Ballygall Health Centre,Ballygall,Health Centre,,Seamus Ennis Road,Dublin 11,,,D11 C898,-6.29631595334564,53.3902004378055,
93,Ballygar Health Centre,Ballygar,Health Centre,,High Street,Ballygar,Co. Galway,,F42 HK53,-8.32815420366637,53.5219428642791,
94,Ballygorman Primary Care Centre,,Health Centre,NULL,Saint Mary's Community Hall,Ballygorman,Malin Head,Co. Donegal,F93 A215,-7.32623445982633,55.3552476807256,
95,"Ballyhahill Health Centre, ",Ballyhahill,Health Centre,,Main Street,Ballyhahill,Co. Limerick,V94xrh3,,-9.1935028574694,52.5598770414863,
96,Ballyhaise Health Centre,Ballyhaise,Health Centre,,Ballyhaise,Co. Cavan,H12 X2T6,,,-7.31968408131846,54.0436762216821,
97,Ballyhale Health Centre,Ballyhale,Health Centre,,Ballyhale,Co. Kilkenny,R95 X0VX,,,-7.19941663305223,52.4685075074222,
98,Ballyhaunis Health Centre,Ballyhaunis,Health Centre,,Upper Main Street,Ballyhaunis,Co. Mayo,F35 TR94,,-8.77090971079968,53.7645632790085,
99,Ballyheigue Primary Care Centre,Ballyheigue,Health Centre,,Harty's Terrace,Ballyheigue,Co. Kerry,V92 WY61,,-9.83481768734567,52.3902655824193,
100,Ballyjamesduff Health Centre,Ballyjamesduff,Health Centre,,Percy French Park,Ballyjamesduff,Co. Cavan,A82 AK03,,-7.20818232981431,53.8618399523114,
101,Ballykenny Health Centre,Ballykenny,Health Centre,,Ballykenny,Strand,Co. Limerick,V42 A024,,-9.08966269688634,52.3950759903754,
102,"Ballylanders Health Centre, ",,Health Centre,NULL,Galbally Road,Ballylanders,Co. Limerick,V35 K164,,-8.34817191201304,52.3724831205386,
103,Ballylinan Health Centre  ,Ballylinan,Health Centre,,Ballylinan,Co. Laois,R14 Y156,,,-7.04311156395781,52.9422981674382,
104,Ballylongford Health Centre  ,Ballylongford,Health Centre,,Rusheen,Ballylongford,Co. Kerry,V31 VX90,,-9.48342676540332,52.5505093846514,
105,Ballymacarbery Health Centre,,Health Centre,NULL,Hse,Ballymacarbery Health Centre,Ballymacarbry,Co. Waterford,E91 YK11,-7.75234299447717,52.2799530603058,
106,Ballymacarbry,Ballymacarbry,Health Centre,,Four Mile Water,Clonmel,Co. Tipperary.,,,-7.75228058132787,52.2800193515829,
107,Ballymacoda Health Centre,Ballymacoda,Health Centre,,Ballydaniel,Ballymacoda. Co. Cork,P25 TW10,,,-7.94289428921308,51.8922746091857,
108,Ballymacward Health Centre ,Liscune,Health Centre,,Liscune Lower,Ballymacward,Co. Galway,H53 E195,,-8.46687431000134,53.3649202881692,
109,Ballymahon Health Centre,Ballymahon,Health Centre,,Ballymahon,Co. Longford,N39 AX88,,,-7.76667746446646,53.5650957106225,
110,Ballymore Eustace Health Centre,Ballymore Eustace,Health Centre,,Chapel Street,Ballymore Eustace,Co. Kildare,W91 YW22,,-6.61578824832805,53.1324101963305,
111,Ballymore Health Centre,Ballymore,Health Centre,,Moate Road,Ballymore,Co. Westmeath,N91 PC43,,-7.68039098371137,53.4902244774573,
112,Ballymote Primary Care Centre,Ballymote,Health Centre,,Earlsfield,Ballymote,Co. Sligo,F56 PK88,,-8.51556602841809,54.0942792579645,
113,Ballymun,Ballymun,Health Centre,,Saint Michael's House,Ballymun Road,Dublin 9,D09 YR74,,-6.2671216085203,53.3792471838491,
114,Ballynacally Health Centre,,Health Centre,NULL,Unit 3 Knocksaggart,Ballynacally,Ennis,Co. Clare,V95 Y725,-9.06745034411343,52.7181795211022,
115,Ballynacargy Health Centre,Ballynacargy,Health Centre,,Wood Row,Ballynacargy,Co. Westmeath,N91 V9FK,,-7.53907272769085,53.5831242443826,
116,Ballynanty Health Centre,,Health Centre,NULL,Kileely Road,Kileely,Limerick,V94 V380,,-8.64001502563572,52.6746130681017,
117,Ballynoe Dispensary,Ballynoe,Health Centre,,Main Street,Ballynoe,Mallow,Co. Cork,P51 VW89,-8.09703105248541,52.0587969390651,
118,Ballyowen Special School - Ballyowen Meadows,,Health Centre,NULL,Fonthill Road,Dublin 22,D22 K751,,,-6.40886845255951,53.3453197066386,
119,Ballyporeen Health Centre,Ballyporeen,Health Centre,,Church Street,Ballyporeen,Co. Tipperary,E21 X735,,-8.09989418451851,52.271078019785,
120,Ballyragget Health Centre,Ballyragget,Health Centre,,Chapel Avenue,Ballyragget,Co. Kilkenny,R95 W3WA,,-7.33165466967188,52.788774844434,
121,Ballyraine Park 69 - PCC,,Health Centre,NULL,69 Ballyraine Road,Letterkenny,Co. Donegal,F92 E296,,-7.71281660185136,54.952152778953,
122,Ballyshannon,Ballyshannon,Health Centre,,Bishop Street,Ballyshannon,Co. Donegal.,,,-8.19349451295829,54.5038507969181,
123,Ballysloe Health Centre,Ballysloe,Health Centre,,Ballysloe,Gortnahoe,Co. Tipperary,E41 TD90,,-7.60770636898361,52.6373472492579,
124,Ballyvary Hall Health Centre,Ballyvary,Health Centre,,Ballyvary,Co. Mayo,F23 RF25,,,-9.15066251238683,53.8950307576411,
125,Ballyvaughan Medical Centre,,Health Centre,NULL,Ballyvaughan Enterprise Centre,Ballyvaughan,Co. Clare,H91 W8WH,,-9.15010775778313,53.1141008270448,
126,Ballyvourney Health Centre,,Health Centre,NULL,Ballymakeera,Co. Cork,P12 A504,,,-9.16032247482772,51.9416699667672,
127,Baltimore,Baltimore,Health Centre,,Baltimore,Co. Cork.,,,,-9.37326167649922,51.4833090469519,
128,Baltinglass Health Centre,Baltinglas,Health Centre,,Belan Street,Baltinglass,Co. Wicklow,W91 PT63,,-6.71128253261056,52.9405809000472,
129,Banada Primary Care Centre,,Health Centre,NULL,Banada,Tourlestrane,Co. Sligo,F91 FP77,,-8.81519648183026,54.0367310187087,
130,Banagher,Banagher,Health Centre,,Cuba Avenue,Banagher,Co. Offaly,R42 YX04,,-7.97985558925747,53.188065684554,
131,Bandon Health Centre,Bandon,Health Centre,,Bridewell Court,Pearse Street,Bandon,Co. Cork,P72 PP28,-8.73522034165429,51.7453299072665,
132,Bangor Erris Health Centre,Bangor Erris,Health Centre,,Srahanarry,Bangor Erris,Ballina,Co. Mayo,F26 Y886,-9.73909811726797,54.144420959807,
133,"Bank Place, 135 / North Cork Childcare and Social Work Dept",Bank Place,Health Centre,,Tusla,134 Bank Place,Mallow,Co. Cork,P51 EC59,-8.64476504017704,52.1368895562984,
134,Bannow Health Centre,Bannow,Health Centre,,Graigue,Duncormick,Co. Wexford,Y35 N8XY,,-6.70300184166031,52.2443759515903,
135,Bansha Health Centre,Bansha,Health Centre,,Main Street,Bansha,Co. Tipperary,E34 KV70,,-8.06219079250614,52.4464734805217,
136,Bantry,Bantry,Health Centre,,The Quays,Bantry,Co. Cork.,,,-9.45107488816839,51.6800946177922,
137,Belmullet District Hospital,,Health Centre,NULL,Belmullet Community Hospital,Belmullet,Co. Mayo,F26 K1H9,,-9.9863314014294,54.2282829795745,
138,Belturbet Health Centre,Main Street,Health Centre,,Holborn Hill,Belturbet,Co. Cavan,H14 N231,,-7.44171646130145,54.1015618964039,
139,Bennettsbridge Health Centre,,Health Centre,NULL,Bennettsbridge,Co. Kilkenny,R95 W7XC,,,-7.18001003871189,52.5911461493459,
140,Bennettsbridge Health Centre,Bennettsbridge,Health Centre,,Bennettsbridge,Co. Kilkenny,R95 W7XC,,,-7.18001002972875,52.591146147163,
141,Bere Island,Bere Island,Health Centre,,Rerrin,Bere Island,Co. Cork.,,,-9.85946926794889,51.6403884263909,
142,Birr Health Centre,Birr,Health Centre,,John's Terrace,Birr,Co. Offaly,R42 ED34,,-7.90599543196238,53.0945470271829,
143,Bishop Street,Bishop Street,Health Centre,,Bishop Street,Limerick.,,,,-8.62225653890611,52.6691456323155,
144,Blacklion Health Centre,Blacklion,Health Centre,,Main Street,Blacklion,Co. Cavan,F91 C642,,-7.87799132165084,54.2916120853857,
145,Blackpool,Blackpool,Health Centre,,Blackpool Community Centre,Great William O'Brien Street,Blackpool,Cork.,,-8.47437689282894,51.9109384989469,
146,Blackrock Health Centre,Blackrock,Health Centre,,George's Avenue,Blackrock,Co. Dublin,A94 AT18,,-6.17875794794382,53.3012198728135,
147,Blackwater,Blackwater,Health Centre,,Blackwater Co. Wexford,,,,,-6.34747703537553,52.4461834587249,
148,Blackwater,Blackwater,Health Centre,,Blackwater Day Centre,Fermoy,Co. Cork.,,,-8.27799252344121,52.1383137205334,
149,Blarney,Blarney,Health Centre,,The Square,Blarney,Co. Cork.,,,-8.56872503460676,51.9329540295677,
150,Blessington Primary Care Centre ,Blessington,Health Centre,,Blessington Business Park,Blessington,Co. Wicklow,W91 F5X4,,-6.52935817187479,53.1762470465573,
151,Blueball Health Centre,Blueball,Health Centre,,Pallas,Blueball,Co. Offaly,R35 XP59,,-7.61548904202521,53.2276583053601,
152,Boherbue,Boherbue,Health Centre,,The Corner House,18 Main Street,Co. Cork,,,-9.0686402767933,52.1588005099979,
153,Borris,Borris,Health Centre,,Lower Main Street,Borris,Co. Carlow,R95 F1WP,,-6.92027852993512,52.5979767946373,
154,Borris-in-Ossory Health Centre,Borris in Ossory,Health Centre,,Borris In Ossory Health Centre,Sentryhill,Borris-in-ossory,Co. Laois,R32 DPX8,-7.61531853819102,52.9400808289981,
155,Borrisokane Health Centre,Marian Avenue,Health Centre,,Marian Avenue,Borrisokane,Co. Tipperary,E45 EC61,,-8.12269951071891,52.9920212054694,
156,Borrisokane Primary Care Centre,Borrisokane PCC,Health Centre,,The Old Convent,Convent Lane,Borrisokane,Co. Tipperary,E45 C440,-8.12899582230822,52.9974877383523,
157,Borrisoleigh Health Centre,Borrisoleigh,Health Centre,,Lower Main Street,Borrisoleigh,Co. Tipperary,E41 PX86,,-7.95385897106079,52.7511781746426,
158,Bray Civic Centre Health Centre,,Health Centre,NULL,Block B,Main Street,Bray,Co. Wicklow,A98 X329,-6.10895343083165,53.2011610361408,
159,Bray Health Centre,Bray,Health Centre,,Block B Civic Offices,Main Street,Bray,Co. Wicklow,A98 X329,-6.10895342184848,53.2011610361408,
160,Bree Health Centre,Bree,Health Centre,,Carrigunane,Clonroche,Co. Wexford,Y21 CD76,,-6.63201082163601,52.4241207172895,
161,"Briarhill Business Park, Unit 17 - PCC",,Health Centre,NULL,Unit 17,Briarhill Business Park,Ballybrit,Galway,H91 N4X8,-8.98873079879794,53.292803100171,
162,Bride Street Health Centre,,Health Centre,NULL,36a Bride Street,Dublin 8,D08 F6X6,,,-6.27030336579816,53.3394795025152,
163,Brideswell,Brideswell,Health Centre,,Brideswell,Athlone,Co. Roscommon.,,,-8.08752942260494,53.4496084795672,
164,Bridgetown Health Centre,Bridgetown,Health Centre,,Bridgetown,Co. Wexford,Y35 P2PD,,,-6.55336191803781,52.232338803465,
165,Broadford Health Centre,Broadford,Health Centre,,Main Street,Broadford,Co. Limerick,P56 E062,,-8.97705009499004,52.3453250302866,
166,Broadford Health Centre,Broadford,Health Centre,,O' Shea's Acres,Broadford,Co. Clare,V94 3D96,,-8.63384765193406,52.8083977278043,
167,Brookfield Health Centre,Brookfield,Health Centre,,Brookfield Road,Dublin 24,D24 DY91,,,-6.40439085122979,53.2883762148898,
168,Brosna Health Centre,Brosna,Health Centre,,Lower Main Street,Brosna,Co. Kerry,V92 FE8R,,-9.27136322889436,52.312844367353,
169,Bruff Health Centre,Bruff,Health Centre,,Main Street,Bruff,Co. Limerick,V35 DK19,,-8.54788646910966,52.4766643743319,
170,Bruree Health Centre,Bruree,Health Centre,,Main Street,Bruree,Co. Limerick,V35 V021,,-8.6606609573016,52.4245795782926,
171,Bunclody Health Centre,Bunclody,Health Centre,,Church Road,Bunclody,Co. Wexford,Y21 Y861,,-6.65634792092289,52.6509154452031,
172,Buncrana Community Nursing Unit,,Health Centre,NULL,Buncrana Medical Centre,Maginn Avenue,Buncrana,Co. Donegal,F93 KA02,-7.44947588863843,55.1334586482397,
173,Buncrana Health Centre,Buncrana,Health Centre,,Cockhill Road,Buncrana,Co. Donegal,F93 XP02,,-7.4562261234324,55.1371658464662,
174,Bundoran Health Centre,Bundoran,Health Centre,,Atlantic Way,Bundoran,Co. Donegal,F94 E202,,-8.27616217371046,54.4804951990565,
175,Bundoran Primary Care Centre,,Health Centre,NULL,Station Road,Bundoran,Co. Donegal,F94 DR52,,-8.27729225523618,54.478431501265,
176,Burt,Burt,Health Centre,,Burt,Carrownamaddy,Speenoge,Co. Donegal.,,-7.42784900117388,55.0398193545299,
177,Butler Centre,Butler Centre,Health Centre,,Butler Community Centre,Saint John's Park,Waterford,X91 FEP4,,-7.10835616172092,52.2411417490532,
178,Buttevant,Buttevant,Health Centre,,Mercy Day Care Centre,Buttevant,Co. Cork.,,,-8.66984245905584,52.2292048209896,
179,Cabinteely Health Centre,Cabinteely,Health Centre,,Meadow Vale,Blackrock,Co. Dublin,A94 XW82,,-6.1553798316638,53.2705694862664,
180,Cabra Health Centre,Cabra,Health Centre,,200 Quarry Road,Dublin 7,D07 X984,,,-6.2889417604334,53.3645697025079,
181,Caherciveen Health Centre,Caherciveen,Health Centre,,Caherciveen Community Welfare Centre,Reenrusheen Road,Caherciveen,Co. Kerry,V23 CP74,-10.2200569486323,51.9487761655319,
182,Caherconlish Health Centre,Caherconlish,Health Centre,,Templemichael,Caherconlish,Co. Limerick,V94 TY72,,-8.46981146860378,52.59378080555,
183,Caherdaniel Health Centre,Caherdaniel,Health Centre,,The Dispensary,Caherdaniel,Co. Kerry,V93 EV8W,,-10.0988311327052,51.768596033346,
184,Cahir Health Centre,Cahir,Health Centre,,Pearse Street,Cahir,Co. Tipperary,E21 NW81,,-7.92054521734552,52.3742159495199,
