OBJECTID,name,alternate_name,category,subcategory,address1,address2,address3,address4,address5,lat,lon,POINT_Z
373,Farranree,Farranree,Health Centre,,Farranree Community Centre,Popham's Road,Farranree,Cork.,,-8.48072425387921,51.9147638595628,
374,"Fedamore Health Clinic, ",Fedamore,Health Centre,,Ballyea,Fedamore,Co. Limerick,V35 V094,,-8.60233545245308,52.5456375735542,
375,"Ferbane Health Centre, ",Ferbane,Health Centre,,Belmount Road,Ferbane,Co. Offaly,R42 PK22,,-7.83402583038671,53.2716959772981,
376,"Ferns Primary Care Centre,",Ferns,Health Centre,,Coolbawn,Ferns,Co. Wexford,Y21 D893,,-6.50348329785698,52.5912937972521,
377,Ferrybank,Ferrybank,Health Centre,,Community Hall,Ferrybank,Waterford.,,,-7.09929278393493,52.2671669839424,
378,Fethard,New Ross,Health Centre,,HSE,Health Centre,Fethard-on-sea,Co. Wexford,,-6.84943539865771,52.1988992763374,
379,Finea,Finea,Health Centre,,Finea,Co. Westmeath.,,,,-7.38431029860291,53.7786866621626,
380,Florence Road - PCC,,Health Centre,NULL,24 Florence Road,Bray,Co. Wicklow,A98 F2P7,,-6.10821101547013,53.203574924569,
381,Fontstown,Fontstown,Health Centre,,Rathsillagh Upper,Fontstown,Co. Kildare.,,,-6.87250806707989,53.0604893901874,
382,Foxford Health Centre ,Foxford,Health Centre,,Dispensary Road,Foxford,Co. Mayo,F26 YA02,,-9.10723430349412,53.9803208312154,
383,Foynes Health Centre,Foynes,Health Centre,,Main Street,Foynes,Co. Limerick,V94 W3V7,,-9.1080251416427,52.6115277329929,
384,FRC Broad Street,FRC Broad Street,Health Centre,,Family Resource Centre,Broad Street,Charleville,Co. Cork.,,-8.68177594429312,52.3547941340399,
385,Freemount,Freemount,Health Centre,,Community Centre,Freemount,Co. Cork.,,,-8.88421129536608,52.2775589625171,
386,Freshford Health Centre,Freshford,Health Centre,,Kilkenny Street,Freshford,Co. Kilkenny,R95 YW0X,,-7.39279372134648,52.7324903451079,
387,Frosses,Frosses,Health Centre,,Frosses,Co. Donegal.,,,,-8.2419883891118,54.6678157439552,
388,Gallanstown Health Centre,,Health Centre,NULL,Daughters Of Charity Child And Family Service,Cherry Orchard Avenue,Dublin 10,D10 AA25,,-6.37268212641577,53.3368654105408,
389,Geevagh Health Centre,Geevagh,Health Centre,,Ballynashee,Geevagh,Co. Sligo,F52 Y338,,-8.24614646508487,54.1009761898197,
390,Glantane,Glantane,Health Centre,,Community Hall,Glantane,Co. Cork.,,,-8.7483721427411,52.1050637996462,
391,Glanworth Dispensary Premises,Glanworth,Health Centre,,Main Street,Glanworth,Co. Cork,P51 HW14,,-8.35691360848564,52.1864698074855,
392,Glasnevin Health Centre,,Health Centre,NULL,Botanic Healthcare,202 Botanic Avenue,Dublin 9,D09 Y861,,-6.26773304502179,53.372344129587,
393,Glasson Health Centre,Glasson,Health Centre,,Glasson,Co. Westmeath,N37 K544,,,-7.86418580215873,53.472074554073,
394,Glen Abbey Complex,,Health Centre,NULL,Belgard Road,Dublin 24,D24 TD73,,,-6.37053667014126,53.2957971375808,
395,Glenamaddy Health Centre,Glenamaddy,Health Centre,,Kilkerrin Road,Glenamaddy,Co. Galway,F45 E449,,-8.56025648526933,53.6049370599657,
396,Glenbeigh Health Centre,Glenbeigh,Health Centre,,Kilnabrack Lower,Glenbeigh,Co. Kerry,V93 YH33,,-9.94468451311755,52.0550573874436,
397,Glengad Health Centre,Glengad,Health Centre,,Bunn,Malin,Co. Donegal,F93 FE08,,-7.17898527297511,55.3277010946944,
398,Glengarriff,Glengarriff,Health Centre,,Glengarriff,Co. Cork.,,,,-9.55037943691563,51.7499812044444,
399,Glenmore,Glenmore,Health Centre,,Robinstown,Glenmore,Co. Kilkenny.,,,-7.02842274002995,52.3537218366027,
400,Glenties Primary Care Centre,,Health Centre,NULL,Glenities Primary Care Centre,Main Street,Glenties,Co. Donegal,F94 FY64,-8.28133733841788,54.7949838493554,
401,Glin Health Centre,Glin,Health Centre,,Church Street,Glin,Co. Limerick,V94 AK65,,-9.2872701297199,52.5697347807466,
402,Gneeveguilla,Gneeveguilla,Health Centre,,Gneeveguilla,Co. Kerry,,,,-9.2719292591515,52.1158590043183,
403,Goleen Health Centre,Goleen,Health Centre,,Calnan Park,Goleen,Co. Cork,P81 TN93,,-9.71273847728859,51.4947266155191,
404,Goresbridge Health Centre,Goresbridge,Health Centre,,Barrack Street,Goresbridge,Co. Kilkenny,R95 FX09,,-6.9948003521325,52.6307194335965,
405,Gorey Primary Care Centre PCC,,Health Centre,NULL,The Avenue,Gorey,Co. Wexford,Y25 DH98,,-6.29589986538412,52.6745348485119,
406,Gort Health Centre,Gort,Health Centre,,Ennis Road,Gort,Co. Galway,H91 HNX0,,-8.81376270146651,53.062495228516,
407,Gort Health Centre (Dental),,Health Centre,NULL,Georges Street,Gort,Co. Galway,H91 F788,,-8.81295454469758,53.0631543679614,
408,Gortboy,Gortboy,Health Centre,,Gortboy,Newcastlewest,Co. Limerick.,,,-9.05325238930122,52.4549376266358,
409,Gouldshill,Gouldshill,Health Centre,,Gouldshill House,Mallow,Co. Cork.,,,-8.66111297158626,52.1193132550959,
410,Gowran Health Centre ,Gowran,Health Centre,,Main Street,Gowran,Co. Kilkenny,R95 PYW6,,-7.06298291069356,52.6299811184927,
411,"GP Training Unit, University College Dublin",,Health Centre,NULL,University College Dublin,D04 N2E5,,,,-2.60511491828239e-08,-1.53611898283798e-07,
412,Graiguecullen Health Centre ,Graigue,Health Centre,,Oakley Park,Graiguecullen,Carlow,Co. Laois,R93 DY61,-6.94381284887,52.8405511467377,
413,Graiguenamanagh Health Centre,Graiguenamanagh,Health Centre,,Convent Lane,Graiguenamanagh,Co. Kilkenny,R95 A520,,-6.95436127387297,52.5421040735324,
414,Granard Health Centre,Granard,Health Centre,,Carra,Granard,Co. Longford,N39 P682,,-7.48702104510848,53.7801881634429,
415,Grattan Street,Grattan Street,Health Centre,,Grattan Street,Cork.,,,,-8.47926751078019,51.8989671425637,
416,Green Road - Community Mental Health Centre,,Health Centre,NULL,Mental Health Hse,Green Road,Mullingar,Co. Westmeath,N91 Y982,-7.34827821139681,53.5316042403875,
417,Green Street - PCC,,Health Centre,NULL,16-22 Green Street,Dublin 7,D07 CR20,,,-6.27039573686387,53.3505074710164,
418,Greystones Health Centre,Greystones,Health Centre,,Victoria Road,Greystones,Co. Wicklow,A63 ET81,,-6.06918411848163,53.1497518067556,
419,Grosvenor Court,Grosvenor Court,Health Centre,,Killarney,Co. Kerry,,,,-9.50962430708466,52.0614173300097,
420,Grove Road Primary Care Centre,,Health Centre,NULL,Block 3,Grove Road,Dublin 15,D15hnt2,,-6.39366372167243,53.3910164202462,
421,Grove Road Primary Care Centre,,Health Centre,NULL,Block 3,Grove Road,Dublin 15,D15 HNT2,,-6.39366372167243,53.3910164202462,
422,Gurranebraher,Gurranebraher,Health Centre,,St. Mary's Orthopaedic Hospital,Gurranebraher,Co. Cork.,,,-8.49733746138513,51.9050535112842,
423,Gurteen Health Centre,Gurteen,Health Centre,,Hse,Gurteen Health Centre,Gurteen,Co. Sligo,F56 AW98,-8.51821759911694,53.9939870162925,
424,Hacketstown,Hacketstown,Health Centre,,Moffets Lane,Hacketstown,Co. Carlow.,,,-6.56087653649355,52.8651014617847,
425,Headford Health Centre,Headford,Health Centre,,Galway Road,Headford,Co. Galway,H91 Y6X4,,-9.10706835861,53.468383126508,
426,Health Service Executive (HSE),,Health Centre,NULL,Dr. Steeven's Hospital,Steeven's Lane,Dublin 8,D08w2a8,,-6.29213793297664,53.3451739031141,
427,Heatherside,Heatherside,Health Centre,,Heatherside Hospital,Doneraile,Co. Cork.,,,-8.59806926693052,52.2700830789823,
428,Hollymount Health Centre,Hollymount,Health Centre,,Kilrush,Hollymount,Co. Mayo,F12 CH56,,-9.11793932461405,53.6573310636227,
429,Hollywood Health Centre,,Health Centre,NULL,Hollywood,Co. Wicklow,W91 NWK5,,,-6.59916394213679,53.0918970594583,
430,"Hospital Health Centre, ",,Health Centre,NULL,Knockainey Road,Hospital,Co. Limerick,V35 EA44,,-8.43445335681264,52.4743102087022,
431,Howth Health Centre,Howth,Health Centre,,Main Street,Howth,Co. Dublin,D13 C2H5,,-6.06503115751584,53.3860338964732,
432,Hse- The Derg Centre,,Health Centre,NULL,Gortlandroe Industrial Estate,Gortlandroe,Nenagh,Co. Tipperary,E45 P597,-8.21861437364103,52.8723932020797,
433,HSE - 1st Floor Beechmount Shopping Centre,,Health Centre,NULL,Trim Road,Navan,Co. Meath,C15 Y9XP,,-6.68943049679306,53.642614087682,
434,HSE - Area Medical Officers / Community Health Organization,Coolock,Health Centre,,Coolock Primary Care Centre,Cromcastle Road,Dublin 5,D05 V026,,-6.21678036674793,53.3956740395821,
435,"HSE - Ballymun Civic Centre, ",,Health Centre,NULL,Main Street,Dublin 9,D09 C8P5,,,-6.2634098101905,53.3954048809155,
436,"HSE - Beldale Methadone Clinic Rehabilitation Centre, ",,Health Centre,NULL,Belcamp Business Park,Belcamp Lane,Dublin 17,D17 X251,,-6.18795561577993,53.4025380403315,
437,"HSE - Castleknock Health Facility,",,Health Centre,NULL,Castleknock Road,Dublin 15,D15 ED74,,,-6.35834720457388,53.3715066264701,
438,"Hse - Castlerea Primary Care Centre, ",,Health Centre,NULL,Knock Road,Castlerea,Co. Roscommon,F45 CF21,,-8.50522460939256,53.7699708063753,
439,HSE - Churchtown Primary Care Centre ,,Health Centre,NULL,Unit 9-11,Nutgrove Retail Park,Nutgrove Avenue,Dublin 14,D14 NT35,-6.26726009549944,53.2925682945329,
440,"HSE - Corduff Primary Care Centre, ",Corduff,Health Centre,,Blackcourt Road,Dublin 15,D15 T9NH,,,-6.37372271058637,53.3991250682163,
441,"HSE - Cork Street Clinic, ",,Health Centre,NULL,39 Cork Street,Dublin 8,D08 YE35,,,-6.2852528835164,53.3368056188526,
442,HSE - Crisis Pregnancy Agency,,Health Centre,NULL,89-94 Capel Street,Dublin 1,D01 P281,,,-6.27004786965999,53.3505753312983,
443,"HSE - Domville House Clinic,",,Health Centre,NULL,Ballymun Road,Dublin 9,D09 DX26,,,-6.26299152315316,53.3992172233823,
444,HSE - Dublin North City and County,,Health Centre,NULL,Fujitsu Unit 100,Lakeshore Drive Airside Business Park,Swords,Co. Dublin,K67 R8X2,-6.21925860571609,53.4511440616213,
445,HSE - Dundrum Health Centre,,Health Centre,NULL,Dundrum,Co. Tipperary,E34 V042,,,-8.0447451907866,52.5604006519561,
446,"HSE - Emly Health Centre, ",Emly,Health Centre,,Galtee View,Emly,Co. Tipperary,E34 CP44,,-8.34877346435147,52.4627603135198,
447,"Hse - Fethard Health Centre, ",Fethard,Health Centre,,Rocklow Road,Fethard,Co. Tipperary,E91 W7Y0,,-7.69597655805811,52.4666599919148,
448,"HSE - Galbally Health Centre, ",Galbally,Health Centre,,Galbally,Co. Limerick,E34 DN20,,,-8.29053042933758,52.4001469906363,
449,"Hse - Glenfarne Health Centre, ",Glenfarne,Health Centre,,Brockagh Lower,Glenfarne,Co. Leitrim,F91 VR70,,-7.98570013809041,54.2846192103349,
450,Hse - Gurteeny Health Centre,Gorteeney,Health Centre,,Gurteeny,Woodford,Co. Galway,H62 EK70,,-8.36217644427322,53.0194052382463,
451,"HSE - Hartstown Health Centre, ",Hartstown,Health Centre,,Cherryfield Lawn,Dublin 15,D15 CR62,,,-6.4211179228929,53.3923657557305,
452,HSE - Haven House,,Health Centre,NULL,Morning Star Avenue,Dublin 7,D07 WF50,,,-6.2772172808234,53.3522152519538,
453,HSE - J5 Plaza,,Health Centre,NULL,North Park,North Road,Dublin 11,D11 PXT0,,-6.312716102924,53.4016956949053,
454,"Hse - Johnstown Health Centre, ",Johnstown,Health Centre,,Urlingford Road,Johnstown,Co. Kilkenny,E41 VY73,,-7.5595200885598,52.7456443811334,
455,"Hse - Kilsheelan Health Centre, ",Kilsheelan,Health Centre,,Chapel Road,Kilsheelan,Clonmel,Co. Tipperary,E91 KT61,-7.58108201615124,52.3630979473737,
456,"Hse - Kinlough Primary Care Centre, ",Kinlough,Health Centre,,Kinlough,Co. Leitrim,F91 P928,,,-8.28541106438236,54.4483220838607,
457,"HSE - Leopardstown Primary Care Centre, ",,Health Centre,NULL,Leopardstown Shopping Centre,Ballyogan Road,Dublin 18,D18 P3V8,,-6.19748584712073,53.259242942488,
458,"HSE - Lifford Health Centre, ",Lifford,Health Centre,,Lifford Bridge,Lifford,Co. Donegal,F93 TH24,,-7.48324975854395,54.8315919158208,
459,"Hse - Loch Gowna Health Centre,",Loch Gowna,Health Centre,,Loch Gowna,Co. Cavan,H12 YV63,,,-7.53656242425693,53.875295107942,
460,"HSE - Main Hospital Reception, Saint Mary's Hospital,Keltoi - Downstream Drug Unit",,Health Centre,NULL,Acres Road,Phoenix Park,Dublin 20,D20 TY72,,-6.33634129543306,53.3498273179157,
461,"HSE - Millbrook Lawns Primary Care Centre, ",,Health Centre,NULL,Saint Dominic's Road,Dublin 24,D24 K3EV,,,-6.355062074563,53.2847118660316,
462,HSE - Millstead PCC,,Health Centre,NULL,3 Millstead,Dublin 15,D15 RX5A,,,-6.37198857401584,53.3861664054242,
463,"HSE - Mountview Health Centre,",Mountview,Health Centre,,Shelerin Road,Dublin 15,D15 T656,,,-6.40854327051151,53.3893285800309,
464,"HSE - New Inn Health Centre,",,Health Centre,NULL,New Inn,Cashel,Co. Tipperary,E25 NV26,,-7.87795096124345,52.4407277722273,
465,"Hse - Newcastle Health Centre, ",Newcastle,Health Centre,,Newcastle,Co. Tipperary,E91 E370,,,-7.8098494774334,52.2722535524336,
466,HSE - Northside Civic Centre ,,Health Centre,NULL,Bunratty Road,Dublin 17,D17 K462,,,-6.20690910887412,53.3938358627216,
467,"HSE - Old County Road Health Centre, ",,Health Centre,NULL,57 Old County Road,Dublin 12,D12 KT66,,,-6.30171297767371,53.3288314931757,
468,HSE - Parlickstown House,,Health Centre,NULL,Parlickstown House,B.a.s.e. Enterprise Centre,Ladyswell Road,Dublin 15,D15 X2VW,-6.39996576271663,53.4077273779147,
469,"HSE - Piltown Health Centre, ",Piltown,Health Centre,,Main Street,Piltown,Co. Kilkenny,E32 VH98,,-7.33292139303717,52.3515312969364,
470,HSE - Primary Care Centre,,Health Centre,NULL,Clonbrusk West,Coosan,Athlone,Co. Westmeath,N37 P8P8,-7.941827465253,53.4334259827944,
471,"HSE - Rehabilitation Centre, ",,Health Centre,NULL,Glin Road,Dublin 17,D17 KW14,,,-6.20702548651749,53.4003410737908,
472,HSE - Soilse Drug Rehabilation Centre,,Health Centre,NULL,1/2 Henrietta Place,Dublin 1,D01 E860,,,-6.27133591364023,53.350903919644,
473,"Hse - Templemore Health Centre, ",Templemore,Health Centre,,Marian Road,Templemore,Co. Tipperary,E41 XE22,,-7.83339349817337,52.798967673476,
474,HSE - Terenure Health Centre,Terenure,Health Centre,,68 Terenure Road North,Dublin 6w,D6W DC67,,,-6.28308217739587,53.3122426901313,
475,"HSE - The Drug Treatment Centre, Mccarty Centre",,Health Centre,NULL,30/31 Pearse Street,Dublin 2,D02 NY26,,,-6.25304086408974,53.3450162476255,
476,Hse - Tipperary Civic Offices / Nenagh Civic Offices,,Health Centre,NULL,Limerick Road,Nenagh,Co. Tipperary,E45 A099,,-8.21040250262471,52.8625027175315,
477,"HSE - Unit 1, Phoenix Industrial Estate, ",,Health Centre,NULL,Navan Road,Dublin 15,D15 K201,,,-6.33534928316985,53.3737706475326,
478,"HSE 5 Church Street, PCC",,Health Centre,NULL,5 Church Street,Dublin 11,D11 V4K8,,,-6.30142520327074,53.387915684438,
479,HSE Area Office,,Health Centre,NULL,HSE,Arden Road,Tullamore,Co. Offaly,R35 TY28,-7.49169579160877,53.2796414269532,
480,HSE Benburb Street - PCC,,Health Centre,NULL,75 Benburb Street,Dublin 7,D07 FV12,,,-6.28216771669115,53.3472479316739,
481,HSE Civil Registration Service,,Health Centre,NULL,Joyce House,8-11 Lombard Street East,Dublin 2,D02 Y729,,-6.24865128328482,53.3447495815386,
482,"HSE, 3rd Floor Park House",,Health Centre,NULL,191/193a North Circular Road,Dublin 7,D07 EWV4,,,-6.2873521358426,53.357869397739,
483,"HSE, Athenry Primary Care Centre",Monivea,Health Centre,,Raheen,Athenry,Co. Galway,H65 KH93,,-8.75544704574677,53.2996665100874,
484,"HSE, Counselling Services Centre, Strand House",,Health Centre,NULL,3 Philipsburgh Avenue,Dublin 3,D03 P897,,,-6.24006463333528,53.3628929717522,
485,"HSE, Sir Patrick Dun's Hospital, ",,Health Centre,NULL,Grand Canal Street Lower,Dublin 2,D02 P667,,,-6.24152344615274,53.3390284486993,
486,"HSE, Vernon Avenue Health Centre",Clontarf,Health Centre,,161-171 Vernon Avenue,Dublin 3,D03 WT26,,,-6.19410505371861,53.3693029376974,
487,"HSE, Wellmount Health Centre",Wellmount,Health Centre,,Wellmount Park,Dublin 11,D11 RH76,,,-6.3116119889982,53.3853307182323,
488,"Inchicore Family DoctorsInchicore Primary Care & Mental Health Centre, ",,Health Centre,NULL,Patriots Path,Dublin 8,D08 KW35,,,-6.31625817086909,53.338774710796,
489,Inchicore Health Centre,,Health Centre,NULL,124e Emmet Road,Dublin 8,D08 R2W2,,,-6.31731226300661,53.3397024761859,
490,Inchigeela,Inchigeela,Health Centre,,Inchigeela,Co. Cork.,,,,-9.12717197015237,51.8419356845985,
491,Industrial Estate Unit 6 - PCC,,Health Centre,NULL,PÃƒÂ¡irc GhnÃƒÂ³ Ghaoth Dobhair,Factory Road,Derrybeg,Co. Donegal,F92 YE06,-8.28834936474352,55.0650908646455,
492,Inis Meain  Nurse's Residence,,Health Centre,NULL,MÃƒÂ³inÃƒÂ­n Na Ruaige,Inis MeÃƒÂ¡in,Co. Galway,H91 E2RH,,-9.58422868445663,53.0850981089563,
493,Inis Mhor Health Centre & PHN,,Health Centre,NULL,Lower Kilronan,Inishmore,Co. Galway,H91 E677,,-9.67368721349802,53.118210581557,
494,Inisboffin Health Centre,Inisboffin,Health Centre,,Middlequarter,Inishbofin,Co. Galway,H91 P237,,-10.210200912711,53.6138341644439,
495,Inishturk Health Centre,Inishturk,Health Centre,,Garranty,Inishturk,Co. Mayo,H91 P38C,,-10.0913716016376,53.7064839984337,
496,"Inistioge Health Centre, ",Inistioge,Health Centre,,Inistioge,Co. Kilkenny,R95 V840,,,-7.06112842951934,52.4852624967711,
497,Innishannon,Innishannon,Health Centre,,Innishannon Medical Centre,Main Street,Innishannon,Co. Cork,,-8.65630971210144,51.7646826918018,
498,Inver Geal / Now Doc,,Health Centre,NULL,Inver Geal,Cortober,Carrick-on-shannon,Co. Roscommon,N41 T6D7,-8.10024502604431,53.9416112076807,
499,Ionad SlÃƒÂ¡inte ÃƒÂrainn MhÃƒÂ³r / Arranmore Health Centre,Arranmore,Health Centre,,Ballintra,Arranmore,Co. Donegal,F92 DX08,,-8.50620769150352,54.9780518555181,
500,Ionad SlÃƒÂ¡inte Ailt an ChorrÃƒÂ¡in,Burtonport,Health Centre,,Burtonport,Co. Donegal,F94 HX66,,,-8.43830012252228,54.9846132371453,
501,Ionad SlÃƒÂ¡inte an Chaiseal,Cashel,Health Centre,,Cashel Health Centre,Lehenagh,Cashel,Co. Galway,H91 K02X,-9.79451233409595,53.4148006880057,
502,Ionad SlÃƒÂ¡inte an Chraoslaigh,Creeslough,Health Centre,,Creeslough Health Centre,Creeslough,Co. Donegal,F92 YF77,,-7.90994131239061,55.1228201376617,
503,Ionad SlÃƒÂ¡inte an Seanphobal,Old Parish,Health Centre,,LoiscreÃƒÂ¡n,An Seanphobal,Co. Phort LÃƒÂ¡irge,,,-7.62241172011607,52.0149692490893,
504,Ionad SlÃƒÂ¡inte an SpidÃƒÂ©il,Spiddal,Health Centre,,Spiddal Health Centre,Spiddal West,Spiddal,Co. Galway,H91 NF72,-9.30559614329994,53.2451255768233,
505,Ionad SlÃƒÂ¡inte An tSlÃƒÂ©ibhe Riabhaigh,Slievereagh,Health Centre,,An Sliabh Riabhach,Baile BhÃƒÂºirne,Co. ChorcaÃƒÂ­,,,-9.16848078918512,51.9443427986799,
506,Ionad SlÃƒÂ¡inte Anagaire,Annagry,Health Centre,,Gaoth Dobhair,Annagry,Co. Donegal,F94 YV34,,-8.32758851207408,55.0212060136456,
507,Ionad SlÃƒÂ¡inte Ard an RÃƒÂ¡tha,Ardara,Health Centre,,BÃƒÂ³thar Phort Nua,Ard an RÃƒÂ¡tha,Co. DhÃƒÂºn na nGall,F94 RF29,,-8.41030889045867,54.7658992301075,
508,Ionad SlÃƒÂ¡inte BÃƒÂ©al ÃƒÂtha na mBreac,Kilmeelickin,Health Centre,,BÃƒÂ©al ÃƒÂtha na mBreac,An MÃƒÂ¡m,Co. na Gaillimhe,,,-9.61364411635151,53.5368249109581,
509,Ionad SlÃƒÂ¡inte BÃƒÂ©al an Mhuirthead,,Health Centre,NULL,OspidÃƒÂ©al Pobail BhÃƒÂ©al an Mhuirthead,BÃƒÂ©al an Mhuirthead Co. Mhaigh Eo,,,,-9.98633140592098,54.2282829795745,
510,Ionad SlÃƒÂ¡inte BÃƒÂ©al an Mhuirthead,Comm Hosp,Health Centre,,BÃƒÂ©al an Mhuirthead,Co. Mhaigh Eo,,,,-9.98633140592098,54.2282829795745,
511,Ionad SlÃƒÂ¡inte Baile na Finne,Fintown,Health Centre,,Fintown,Co. Donegal,F94 X5D9,,,-8.11430627613489,54.869397638943,
512,Ionad SlÃƒÂ¡inte Bhaile an Sceilg,Ballinskelligs,Health Centre,,Baile an Sceilg,Co. ChiarraÃƒÂ­,,,,-10.2787580921017,51.8226259693579,
513,Ionad SlÃƒÂ¡inte Bhaile na Cille,Ballynakill,Health Centre,,Bhaile na Cille,Co. na Gaillimhe,,,,-8.80739869463399,53.0028634445745,
514,Ionad SlÃƒÂ¡inte Bhun na Leaca,Brinlack,Health Centre,,Chapel Road,Brinlack,Co. Donegal,F92 V188,,-8.26122900263544,55.1260506727027,
515,Ionad SlÃƒÂ¡inte ChÃƒÂ© BhrÃƒÂ©anainn/an ClochÃƒÂ¡n,Brandon/Cloghane,Health Centre,,Halla Le ChÃƒÂ©ile,Ballyquin,Brandon,Co. Kerry,V92 DK4C,-10.1714550204214,52.2567364539434,
516,Ionad SlÃƒÂ¡inte Chamuis,Camus,Health Centre,,Camus,Co. na Gaillimhe,,,,-9.5476101303207,53.3745525094834,
517,Ionad SlÃƒÂ¡inte Charna,Carna,Health Centre,,Carna Health Centre,Carna,Co. Galway,H91 TNY0,,-9.82819038250675,53.323580774613,
518,Ionad SlÃƒÂ¡inte Charraig Airt,Carrigart,Health Centre,,Carrigart Day Centre,Carrigart,Co. Donegal,F92 KT54,,-7.79159193973255,55.1767138139348,
519,Ionad SlÃƒÂ¡inte Chill Charthaigh,Kilcar,Health Centre,,Main Street,Kilcar,Co. Donegal,F94 D59V,,-8.59110351821506,54.6322876426134,
520,"Ionad SlÃƒÂ¡inte Chloch na RÃƒÂ³n,",Roundstone,Health Centre,,Roundstone Health Centre,Coast Road,Roundstone,Co. Galway,H91 W7D0,-9.92072851241187,53.3940543695551,
521,Ionad SlÃƒÂ¡inte Choill SÃƒÂ¡ile,Kylesalia,Health Centre,,Coill SÃƒÂ¡ile,Co. na Gaillimhe,,,,-9.71039698166959,53.3539773639567,
522,Ionad SlÃƒÂ¡inte Daingean UÃƒÂ­ ChÃƒÂºis,Dingle,Health Centre,,Hospital Grounds,Dingle,Co. Kerry,,,-10.2749860536472,52.1447185336545,
523,Ionad SlÃƒÂ¡inte DhÃƒÂºn Fionnachaidh,Dunfanaghy,Health Centre,,Pound Street,Dunfanaghy,Co. Donegal,F92 H302,,-7.97119943755273,55.1818910177933,
524,Ionad SlÃƒÂ¡inte DhoirÃƒÂ­ Beaga,Derrybeg,Health Centre,,Derrybeg Health Centre,Stranacorkra,Derrybeg,Co. Donegal,F92 YF20,-8.29028850494672,55.0877685897279,
525,Ionad SlÃƒÂ¡inte Fhionnaithe,Finney,Health Centre,,Teach na Sagart,Fionnaithe,Co. Maigh Eo,,,-9.47913512881216,53.5678170239664,
526,Ionad SlÃƒÂ¡inte Gaoth Dobhair,,Health Centre,NULL,Bun Na Leaca Brinalack,Gaoth Dobhair,An Bunbeag,Co. DhÃƒÂºn na nGall,F92 V188,-8.30150006629244,55.0603951958794,
527,Ionad SlÃƒÂ¡inte Ghaoth SÃƒÂ¡ile ,Geesala,Health Centre,,Geesala,Ballina,Co. Mayo,F26 KX61,,-9.90295989448247,54.1149144553289,
528,Ionad SlÃƒÂ¡inte Ghleann na Muaidhe,Glenamoy,Health Centre,,Spadow,Glenamoy,Ballina,Co. Mayo,F26 P8K8,-9.68812566707469,54.2410690886924,
529,Ionad SlÃƒÂ¡inte Gleann Cholm Cille,Glencolmcille,Health Centre,,Ghleann Cholm Cille,Co. DhÃƒÂºn na nGall,,,,-8.71814547734746,54.70922460176,
530,Ionad SlÃƒÂ¡inte hEachlÃƒÂ©ime,Aughleam,Health Centre,,EachlÃƒÂ©im,Co. Mhaigh Eo,F26 PF77,,,-10.1021233099995,54.1182431975282,
531,Ionad SlÃƒÂ¡inte Inis Bigil,Inishbiggle,Health Centre,,Inis Bigil,Co. Mhaigh Eo,,,,-9.90351729552301,54.0001296426277,
532,Ionad SlÃƒÂ¡inte Inis MeÃƒÂ¡in,Inishmaan,Health Centre,,Inis MeÃƒÂ¡in Health Centre,BÃƒÂ¡ile An Mhothair,Inis MeÃƒÂ¡in,Co. Galway,H91 PX9V,-9.57771041173703,53.0830567548997,
533,Ionad SlÃƒÂ¡inte Inis OÃƒÂ­rr,Inisheer,Health Centre,,Inis Oirr Primary Care Centre,An Tra,Inis Oirr,Co. Galway,H91 X625,-9.5139144614556,53.0644345587528,
534,Ionad SlÃƒÂ¡inte Leitir MÃƒÂ³r,Lettermore,Health Centre,,Lettermore Health Centre,Lettermore,Co. Galway,H91 KXA5,,-9.65357298476732,53.2902469881719,
535,Ionad SlÃƒÂ¡inte Leitir Mhic an Bhaird,Lettermacaward,Health Centre,,Madavagh,Lettermacaward,Co. Donegal,F94 RH96,,-8.30758013722319,54.8559985831774,
536,Ionad SlÃƒÂ¡inte na Carraige,Carrick,Health Centre,,BrÃƒÂº An Tsuaimhnis,Carrick,Co. Donegal,F94 KXY1,,-8.63256360725347,54.6565342858639,
537,Ionad SlÃƒÂ¡inte na CeathrÃƒÂº Rua,Carraroe,Health Centre,,CeathrÃƒÂº Rua,Co. Na Gaillimhe,H91 X6V9,,,-9.60664111180626,53.261178965221,
538,Ionad SlÃƒÂ¡inte na MuirÃƒÂ­,Muirreagh,Health Centre,,An MhuirÃƒÂ­och,Baile na nGall,Co. ChiarraÃƒÂ­,,,-10.363173746836,52.1866304354868,
539,Ionad SlÃƒÂ¡inte na Rinne,Ring,Health Centre,,Halla Pobail,An Rinn,Co. Phort LÃƒÂ¡irge,X35 XW29,,-7.59050301774337,52.0480933740276,
540,Ionad SlÃƒÂ¡inte OileÃƒÂ¡n ThoraÃƒÂ­,Tory Island,Health Centre,,Tory Health Centre,West Town,Tory Island,Co. Donegal,F92 ED92,-8.22431247103154,55.2642417946885,
541,Ionad SlÃƒÂ¡inte Ros Muc,Rosmuc,Health Centre,,Rosmuck Health Centre,Turlough,Rosmuck,Co. Galway,H91 X8XV,-9.62459720813544,53.3644020400135,
542,Ionad SlÃƒÂ¡inte Sraith Salach,Recess,Health Centre,,Recess Health Centre,Lissoughter,Recess,Co. Galway,H91 VH76,-9.74008016451971,53.4672047924881,
543,Ionad SlÃƒÂ¡inte Thuar Mhic ÃƒÂ‰adaigh ,Tourmakeady,Health Centre,,Cappaghduff,Toormakeady,Co. Mayo,F12 RY95,,-9.36970744087364,53.650954528221,
